title,journal,year
Rethinking the Analysis of Non-Normal Data in Plant and Soil Science,AGRONOMY JOURNAL,2015
The Spacing Principle for Unlearning Abnormal Neuronal Synchrony,PLOS ONE,2015
The cost of blocking the mirror generalization process in reading:,PSYCHONOMIC BULLETIN & REVIEW,2015
'Cantar por uso' and 'cantar fabordon': the 'unlearned' tradition of,EARLY MUSIC,2015
Linking the Intentional Unlearning With Human Capital,PROCEEDINGS OF THE 7TH EUROPEAN CONFERENCE ON INTELLECTUAL CAPITAL (ECIC,2015
Getting It Right: A Paradigm for the Education of Chemists,SPUTNIK TO SMARTPHONES: A HALF-CENTURY OF CHEMISTRY EDUCATION,2015
Scale and Occlusion Invariant Tracking-by-Detection,"IMAGE ANALYSIS AND PROCESSING - ICIAP 2015, PT II",2015
Absorptive Capacity and Technology Knowledge: Enhancing Relational,PROCEEDINGS OF THE 7TH EUROPEAN CONFERENCE ON INTELLECTUAL CAPITAL (ECIC,2015
SUSTAINABLE INITIATIVES: THE ANTECEDENTS OF ORGANIZATIONAL LEARNING AND,IDEAS IN MARKETING: FINDING THE NEW AND POLISHING THE OLD,2015
Neuromimetic Circuits with Synaptic Devices Based on Strongly Correlated,PHYSICAL REVIEW APPLIED,2014
Learning and Unlearning from Ethnic Studies,AMERICAN QUARTERLY,2014
Individual Differences in Behavioral Flexibility in a Probabilistic,JOURNAL OF NEUROSCIENCE PSYCHOLOGY AND ECONOMICS,2014
"Critical Literacy in the Early Childhood Classroom: Unpacking Histories,",JOURNAL OF EDUCATIONAL RESEARCH,2014
Coordinated Reset Neuromodulation for Parkinson's Disease:,MOVEMENT DISORDERS,2014
A conceptual framework for unlearning in a homecare setting,KNOWLEDGE MANAGEMENT RESEARCH & PRACTICE,2014
The process of individual unlearning: A neglected topic in an,MANAGEMENT LEARNING,2014
Getting to the start line: how bumblebees and honeybees are visually,INSECTES SOCIAUX,2014
Radio Frequency Identification and Motion-sensitive Video Efficiently,JOVE-JOURNAL OF VISUALIZED EXPERIMENTS,2014
Radio Frequency Identification and Motion-sensitive Video Efficiently,JOVE-JOURNAL OF VISUALIZED EXPERIMENTS,2014
Chemical signals 'selected for' newborns in mammals,ANIMAL BEHAVIOUR,2014
Comparing autonomic responses between learned and unlearned stimuli,INTERNATIONAL JOURNAL OF PSYCHOPHYSIOLOGY,2014
A cultural side effect. learning to read interferes with identity,FRONTIERS IN PSYCHOLOGY,2014
Zebra Finch Mates Use Their Forebrain Song System in Unlearned Call,PLOS ONE,2014
Developmental rodent models of fear and anxiety: from neurobiology to,BRITISH JOURNAL OF PHARMACOLOGY,2014
Extinction and Reinstatement of Phasic Dopamine Signals in the Nucleus,BEHAVIORAL NEUROSCIENCE,2014
Unlearning quantum information,EUROPEAN PHYSICAL JOURNAL D,2014
Interrupting Extremism by Creating Educative Turbulence,CURRICULUM INQUIRY,2014
THE FUTURE IS CURVED,ARCHITECTURAL DESIGN,2014
How unlearning affects radical innovation: The dynamics of social,TECHNOLOGICAL FORECASTING AND SOCIAL CHANGE,2014
"Art's False ""Ease"": Form, Meaning and a Problematic Pedagogy",STUDIES IN PHILOSOPHY AND EDUCATION,2014
Unusual Masturbatory Practice as an Etiological Factor in the Diagnosis,JOURNAL OF SEXUAL MEDICINE,2014
"The Idea of an Elephant: AElfric of Eynsham, Epistemology, and the",NEOPHILOLOGUS,2014
The Development of Children's Prelife Reasoning: Evidence From Two,CHILD DEVELOPMENT,2014
Individualized embryo transfer training: timing and performance,HUMAN REPRODUCTION,2014
Contingency Learning in Alcohol Dependence and Pathological Gambling:,ALCOHOLISM-CLINICAL AND EXPERIMENTAL RESEARCH,2014
"Reacquisition, Reinstatement, and Renewal of a Conditioned Taste",DEVELOPMENTAL PSYCHOBIOLOGY,2014
Certain uncertainties: Living unlearning,EMOTION SPACE AND SOCIETY,2014
Unlearning: NMDA Receptor-Mediated Metaplasticity in the Anterior,JOURNAL OF NEUROSCIENCE,2014
Incremental Learning with SVM for Multimodal Classification of Prostatic,PLOS ONE,2014
Barriers to implementation of a redesign of information transfer and,BMC HEALTH SERVICES RESEARCH,2014
Counter-knowledge and realised absorptive capacity,EUROPEAN MANAGEMENT JOURNAL,2014
Acquiring concepts and features of novel words by two types of learning:,NEUROPSYCHOLOGIA,2014
Impacts of Brazil's Madeira River Dams: Unlearned lessons for,ENVIRONMENTAL SCIENCE & POLICY,2014
Unlearning with Hannah Arendt,LIBRARY JOURNAL,2014
Effects of early auditory experience on the development of local song,BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY,2014
Unlearning the City: Infrastructure in a New Optical Field,BUILDINGS & LANDSCAPES-JOURNAL OF THE VERNACULAR ARCHITECTURE FORUM,2014
Nurse-Patient Communication in Follow-up Consultations After Head and,CANCER NURSING,2014
Learning to unlearn: decolonial reflections from Eurasia and the,JOURNAL OF GLOBAL HISTORY,2014
Unlearning Protestantism: Sustaining Christian Community in an Unstable,JOURNAL OF ECUMENICAL STUDIES,2014
LEARNING AND MEMORY Unlearning fear,NATURE REVIEWS NEUROSCIENCE,2014
Border Pairs Method-constructive MLP learning classification algorithm,NEUROCOMPUTING,2014
"Thinking Familiar with the Interstitial"": An Introduction",HYPATIA-A JOURNAL OF FEMINIST PHILOSOPHY,2014
A bottom-up view of toddler word learning,PSYCHONOMIC BULLETIN & REVIEW,2014
"Memory suppression can help people ""unlearn"" behavioral responses-but",PSYCHONOMIC BULLETIN & REVIEW,2014
Consolidation through the looking-glass: sleep-dependent proactive,JOURNAL OF SLEEP RESEARCH,2014
Unlearning the City: Infrastructure in a New Optical Field,JOURNAL OF ARCHITECTURAL EDUCATION,2014
"House, But No Garden: Apartment Living in Bombay's Suburbs, 1868-1964;",JOURNAL OF ARCHITECTURAL EDUCATION,2014
Conclusion: Unlearning Participation,CHILDREN AND YOUNG PEOPLE'S PARTICIPATION AND ITS TRANSFORMATIVE,2014
Error Occurrence: Successful versus Unsuccessful Unlearning in,2014 47TH HAWAII INTERNATIONAL CONFERENCE ON SYSTEM SCIENCES (HICSS),2014
A Novel Classification Method with Unlearned-class Detection Based on a,"2014 IEEE INTERNATIONAL CONFERENCE ON SYSTEMS, MAN AND CYBERNETICS (SMC)",2014
Supporting system for the form improvement on rope skipping skill by,2014 IIAI 3RD INTERNATIONAL CONFERENCE ON ADVANCED APPLIED INFORMATICS,2014
Unlearning the Colonial Cultures of Planning,URBAN STUDIES,2013
Numerical approximation abilities correlate with and predict informal,JOURNAL OF EXPERIMENTAL CHILD PSYCHOLOGY,2013
Dynamic capabilities and new product development performance: Korean,ASIAN JOURNAL OF TECHNOLOGY INNOVATION,2013
Chemical aposematism,CHEMOECOLOGY,2013
"""You know the homophobic stuff is not in me, like us, it's out there"".",SOUTH AFRICAN JOURNAL OF EDUCATION,2013
Implicit associations and compensatory health beliefs in smokers:,BRITISH JOURNAL OF HEALTH PSYCHOLOGY,2013
Consonance and Pitch,JOURNAL OF EXPERIMENTAL PSYCHOLOGY-GENERAL,2013
Bumblebees occupy: when foragers do and do not use the presence of,INSECTES SOCIAUX,2013
Pigeons discriminate objects on the basis of abstract familiarity,ANIMAL COGNITION,2013
Sleep aromatherapy curbs conditioned fear,NATURE NEUROSCIENCE,2013
Learning what to expect (in visual perception),FRONTIERS IN HUMAN NEUROSCIENCE,2013
Unlearned Abbott,NEW SCIENTIST,2013
Segments and syllables in the treatment of apraxia of speech: An,APHASIOLOGY,2013
An eye for relations: eye-tracking indicates long-term negative effects,MEMORY & COGNITION,2013
Vicarious Learning and Unlearning of Fear in Childhood Via Mother and,EMOTION,2013
Brain activation patterns resulting from learning letter forms through,FRONTIERS IN PSYCHOLOGY,2013
Dopamine D1 and opioid receptor antagonism effects on the acquisition,PHARMACOLOGY BIOCHEMISTRY AND BEHAVIOR,2013
Unlearning and Learning Psychoanalysis,AMERICAN IMAGO,2013
No escape from morphemes in morphological processing,LANGUAGE AND COGNITIVE PROCESSES,2013
Erasing the Engram: The Unlearning of Procedural Skills,JOURNAL OF EXPERIMENTAL PSYCHOLOGY-GENERAL,2013
Alternative Communications about Sustainability Education,SUSTAINABILITY,2013
"Willed Forgetfulness: The Arts, Education and the Case for Unlearning",STUDIES IN PHILOSOPHY AND EDUCATION,2013
Corporate social responsibility and individual resistance: Learning as,MANAGEMENT LEARNING,2013
Rudimentary substrates for vocal learning in a suboscine,NATURE COMMUNICATIONS,2013
Bitter taste enhances predatory biases against aggregations of prey with,BEHAVIORAL ECOLOGY,2013
Unlearning versus savings in visuomotor adaptation: comparing effects of,FRONTIERS IN HUMAN NEUROSCIENCE,2013
The Influence of Reading Expertise in Mirror-Letter Perception: Evidence,MIND BRAIN AND EDUCATION,2013
Learned and unlearned concepts in periodontal diagnostics: a 50-year,PERIODONTOLOGY 2000,2013
Periodontal disease epidemiology learned and unlearned?,PERIODONTOLOGY 2000,2013
Periodontitis: a host-mediated disruption of microbial homeostasis.,PERIODONTOLOGY 2000,2013
Substantive learning bias or an effect of familiarity? Comment on,COGNITION,2013
Surgical and nonsurgical periodontal therapy. Learned and unlearned,PERIODONTOLOGY 2000,2013
Viewpoint - Fifty Years of Hydroelectric Development in Chile: A History,WATER ALTERNATIVES-AN INTERDISCIPLINARY JOURNAL ON WATER POLITICS AND,2013
Unlearning Liberty: Campus Censorship and the End of American Debate,JOURNAL OF VALUE INQUIRY,2013
"Periodontology: past, present, perspectives",PERIODONTOLOGY 2000,2013
Regenerative periodontal therapy: 30years of lessons learned and,PERIODONTOLOGY 2000,2013
Lessons learned and unlearned in periodontal microbiology,PERIODONTOLOGY 2000,2013
Plato and Socrates: From an Educator of Childhood to a Childlike,STUDIES IN PHILOSOPHY AND EDUCATION,2013
It's Time to Unlearn: Understanding Multichannel Publishing,ECONTENT,2013
Social anxiety modulates amygdala activation during social conditioning,SOCIAL COGNITIVE AND AFFECTIVE NEUROSCIENCE,2013
Early recognition of speech,WILEY INTERDISCIPLINARY REVIEWS-COGNITIVE SCIENCE,2013
Memory-limited non-U-shaped learning with solved open problems,THEORETICAL COMPUTER SCIENCE,2013
Live and learn from mistakes: A lightweight system for document,INFORMATION PROCESSING & MANAGEMENT,2013
Animal models of anxiety disorders and stress,REVISTA BRASILEIRA DE PSIQUIATRIA,2013
Implementing telemedicine technologies through an unlearning context in,BEHAVIOUR & INFORMATION TECHNOLOGY,2013
"Environmental knowledge, unlearning, and performance in hospitality",MANAGEMENT DECISION,2013
Mathematical symbols as epistemic actions,SYNTHESE,2013
"Love Foolosophy: Pedagogy, parable, perversion",EDUCATIONAL PHILOSOPHY AND THEORY,2013
Global marketing managers Improving global marketing strategy through,INTERNATIONAL MARKETING REVIEW,2013
Mario de Andrade- Apprentice in Terms of Primitivism? Or: From the,LITERARISCHER PRIMITIVISMUS,2013
No physical health without mental health: lessons unlearned?,BULLETIN OF THE WORLD HEALTH ORGANIZATION,2013
On the Role of Shape Prototypes in Hierarchical Models of Vision,2013 INTERNATIONAL JOINT CONFERENCE ON NEURAL NETWORKS (IJCNN),2013
"Organisational unlearning, organisational flexibility and innovation",INTERNATIONAL JOURNAL OF TECHNOLOGY MANAGEMENT,2013
Organizational unlearning and organizational relearning: a dynamic,JOURNAL OF KNOWLEDGE MANAGEMENT,2013
Forgetting Lessons: Jean Painleve's Cinematic Gay Science,JOURNAL OF VISUAL CULTURE,2012
How Reliable Is Song Learning Accuracy as a Signal of Male Early,AMERICAN NATURALIST,2012
BUILDING THE NEW LIBYA: LESSONS TO LEARN AND TO UNLEARN,UNIVERSITY OF PENNSYLVANIA JOURNAL OF INTERNATIONAL LAW,2012
Double-dissociation of D1 and opioid receptor antagonism effects on the,PHARMACOLOGY BIOCHEMISTRY AND BEHAVIOR,2012
A novel approach to accelerate the convergence speed of a stochastic,NEURAL COMPUTING & APPLICATIONS,2012
Coordinated reset has sustained aftereffects in Parkinsonian monkeys,ANNALS OF NEUROLOGY,2012
Implicit and Explicit Contributions to Object Recognition: Evidence from,PLOS ONE,2012
WAS PATRICK INFLUENCED BY THE TEACHING OF PELAGIUS?,JOURNAL OF THEOLOGICAL STUDIES,2012
Facing Turbulence: Driving Force for Construction Organizations to,JOURNAL OF CONSTRUCTION ENGINEERING AND MANAGEMENT-ASCE,2012
Brothers in Arms and Brothers in Christ? The Military and the Catholic,JOURNAL OF THE SOCIETY OF CHRISTIAN ETHICS,2012
Hurricane Flood Protection in NYC-Now Is Not the Time for Multiple Surge,JOURNAL OF COASTAL RESEARCH,2012
Continuity and change in a spin-off venture: the process of reimprinting,INDUSTRIAL AND CORPORATE CHANGE,2012
N-Arachidonoyl-serotonin in the basolateral amygdala increases,BEHAVIOURAL BRAIN RESEARCH,2012
Participatory Learning of Propositional Knowledge,IEEE TRANSACTIONS ON FUZZY SYSTEMS,2012
Unlearning to learn: Investigating the lived experience of learning,ENGLISH TEACHING-PRACTICE AND CRITIQUE,2012
Working in the shadows: Understanding ERP usage as complex responsive,SCANDINAVIAN JOURNAL OF MANAGEMENT,2012
"""Fetched Up"": Unlearned Lessons from the Exxon Valdez",JOURNAL OF AMERICAN HISTORY,2012
Unlearning the Colonial Cultures of Planning,CITIES,2012
Realization of Associative Memory in an Enzymatic Process: Toward,JOURNAL OF PHYSICAL CHEMISTRY LETTERS,2012
Renewal and reinstatement of the conditioned but not the unconditioned,BEHAVIOURAL PROCESSES,2012
Lmo4 in the Basolateral Complex of the Amygdala Modulates Fear Learning,PLOS ONE,2012
From prediction error to incentive salience: mesolimbic computation of,EUROPEAN JOURNAL OF NEUROSCIENCE,2012
Desynchronizing electrical and sensory coordinated reset neuromodulation,FRONTIERS IN HUMAN NEUROSCIENCE,2012
"""Next Time, Just Remember the Story"" Unlearning Empire in Silko's",STUDIES IN AMERICAN INDIAN LITERATURES,2012
How an unlearning context can help managers overcome the negative,JOURNAL OF MANAGEMENT & ORGANIZATION,2012
The Effect of Absorptive Capacity on Innovativeness: Context and,BRITISH JOURNAL OF MANAGEMENT,2012
"The Lessons of Katrina, Learned and Unlearned",JOURNAL OF COASTAL RESEARCH,2012
Different mechanisms of extinction of conditioned taste aversion are,NATURWISSENSCHAFTEN,2012
"Training older workers: Lessons learned, unlearned, and relearned from",HUMAN RESOURCE MANAGEMENT,2012
Metabotropic and ionotropic glutamate receptors as neurobiological,PHARMACOLOGY BIOCHEMISTRY AND BEHAVIOR,2012
The Learning Environment versus the Unlearned Design Norms: The Evidence,PROCEEDINGS OF THE 1ST NATIONAL CONFERENCE ON ENVIRONMENT-BEHAVIOUR,2012
"Culture, habits and unlearning",MANAGING CHANGE: ENQUIRY AND ACTION,2012
LIFELONG LEARNING AND THE IMPERATIVES OF NEW TECHNOLOGIES,7TH DISCO CONFERENCE READER: NEW MEDIA AND EDUCATION,2012
Finding the hospital-in-the-home units' innovativeness,MANAGEMENT DECISION,2012
Learning to unlearn in lattices of concepts: A case study in Fluid,13TH INTERNATIONAL SYMPOSIUM ON SYMBOLIC AND NUMERIC ALGORITHMS FOR,2012
Lessons Unlearned: Wartime Debates and the Creation of UNRRA,OUTCAST EUROPE: REFUGEES AND RELIEF WORKERS IN AN ERA OF TOTAL WAR,2012
Unlearning. Ways of Thinking i Hannah Arendt.,PHILOSOPHISCHES JAHRBUCH,2012
SOCIAL AND HUMANITARIAN EDUCATION: UNLEARNED LESSONS,SOTSIOLOGICHESKIE ISSLEDOVANIYA,2012
"Euripides' Suppliant Women, Theseus and Athenocentrism",MNEMOSYNE,2012
Understanding and Ameliorating Islamophobia,CULTURA-INTERNATIONAL JOURNAL OF PHILOSOPHY OF CULTURE AND AXIOLOGY,2012
Traffic Prediction using a Generic Self-Evolving Takagi-Sugeno-Kang,2012 INTERNATIONAL JOINT CONFERENCE ON NEURAL NETWORKS (IJCNN),2012
Unlearning ableism in academia: Nurturing and connecting scholarship and,INTERNATIONAL JOURNAL OF PSYCHOLOGY,2012
AIMING TOWARDS LIFE LONG LEARNING BY ADDING AN ECAMPUS TO A KENYAN,"INTED2012: INTERNATIONAL TECHNOLOGY, EDUCATION AND DEVELOPMENT",2012
Unlearning tinnitus-related cerebral synchrony with acoustic coordinated,BIOLOGICAL CYBERNETICS,2012
Sculpture your employee in Emerging Economies,INTERNATIONAL CONFERENCE ON EMERGING ECONOMIES - PROSPECTS AND,2012
Unlearning the Colonial Cultures of Planning,LANDSCAPE RESEARCH,2012
The Content-Based Image Retrieval using the Pulse Coupled Neural Network,2012 INTERNATIONAL JOINT CONFERENCE ON NEURAL NETWORKS (IJCNN),2012
Combined local search strategy for learning in networks of binary,EPL,2011
Selective Integration of Local-Feature Detector by Boosting for,ELECTRICAL ENGINEERING IN JAPAN,2011
Loss of skills in coordination games,INTERNATIONAL JOURNAL OF GAME THEORY,2011
Balancing technology and physician-patient knowledge through an,INTERNATIONAL JOURNAL OF INFORMATION MANAGEMENT,2011
How can managers in the hospital in the home units help to balance,INTERNATIONAL JOURNAL FOR QUALITY IN HEALTH CARE,2011
Suppression of mirror generalization for reversible letters: Evidence,JOURNAL OF MEMORY AND LANGUAGE,2011
Malay Isolated Speech Recognition Using Neural Network: A Work in,INTERNATIONAL ARAB JOURNAL OF INFORMATION TECHNOLOGY,2011
Protection and Expression of Human Motor Memories,JOURNAL OF NEUROSCIENCE,2011
A parallel neural network approach to prediction of Parkinson's Disease,EXPERT SYSTEMS WITH APPLICATIONS,2011
Christian Multiculturalism and Unlearned History in Marilynne Robinson's,NOVEL-A FORUM ON FICTION,2011
Embodied literacies: Learning to first acknowledge and then read the,ENGLISH TEACHING-PRACTICE AND CRITIQUE,2011
Norepinephrine mediates contextual fear learning and hippocampal pCREB,NEUROBIOLOGY OF LEARNING AND MEMORY,2011
"Reflexivity, stress, and unlearning in the new product development team:",R & D MANAGEMENT,2011
"Organizational Forgetting, Unlearning, and Memory Systems",JOURNAL OF MANAGEMENT INQUIRY,2011
Agency in Voluntary Organizational Forgetting,JOURNAL OF MANAGEMENT INQUIRY,2011
THE UNLEARNING CURVE: TAX-BASED CONGRESSIONAL REGULATION OF EXECUTIVE,CATHOLIC UNIVERSITY LAW REVIEW,2011
Unlearning or 'How NOT to be Governed?',POLITICAL STUDIES REVIEW,2011
Emerging Multinationals Venturing Into Developed Economies: Implications,JOURNAL OF MANAGEMENT INQUIRY,2011
Nutritional pharmacology in surgery and critical care: 'you must unlearn,CURRENT OPINION IN ANESTHESIOLOGY,2011
"Relationships among unlearning, knowledge application, and new product",AFRICAN JOURNAL OF BUSINESS MANAGEMENT,2011
Residual neuromuscular blockade in myotonic dystrophy: lessons unlearned,ANAESTHESIA AND INTENSIVE CARE,2011
Residual neuromuscular blockade in myotonic dystrophy: lessons unlearned,ANAESTHESIA AND INTENSIVE CARE,2011
IMPORTANCE OF D1 AND D2 RECEPTORS IN THE DORSAL CAUDATE-PUTAMEN FOR THE,NEUROSCIENCE,2011
A Memory Systems Model of Implicit Social Cognition,CURRENT DIRECTIONS IN PSYCHOLOGICAL SCIENCE,2011
"Brain Modularity in Arthropods: Individual Neurons That Support ""What""",JOURNAL OF NEUROSCIENCE,2011
Two-way avoidance acquisition is negatively related to conditioned,PHYSIOLOGY & BEHAVIOR,2011
Unlearning how to teach,REVISTA ESPANOLA DE PEDAGOGIA,2011
The paradox of drug taking: The role of the aversive effects of drugs,PHYSIOLOGY & BEHAVIOR,2011
Unlearning the colonial cultures of planning,NEW ZEALAND GEOGRAPHER,2011
Colour biases are a question of conspecifics' taste,ANIMAL BEHAVIOUR,2011
The Role of the Medial Prefrontal Cortex in Innate Fear Regulation in,JOURNAL OF NEUROSCIENCE,2011
The effects of challenge and hindrance stressors on unlearning and NPD,AFRICAN JOURNAL OF BUSINESS MANAGEMENT,2011
The influence of state anxiety on the acquisition and extinction of fear,JOURNAL OF BEHAVIOR THERAPY AND EXPERIMENTAL PSYCHIATRY,2011
A Study on Feedback Error Learning Controller for Functional Electrical,ARTIFICIAL ORGANS,2011
Low-cost simulated MIG welding for advancement in technical training,VIRTUAL REALITY,2011
Effects of the stimulus and chamber size on unlearned fear across,BEHAVIOURAL PROCESSES,2011
The preference for symmetry in flower-naive and not-so-naive bumblebees,LEARNING AND MOTIVATION,2011
Learning to Prefer the Familiar in Obesogenic Environments,EARLY NUTRITION: IMPACT ON SHORT- AND LONG-TERM HEALTH,2011
"CONSIDERING LEARNING, UNLEARNING IN PROFESSIONAL DEVELOPMENT FOR","CONSTRUCTION AND PROJECT MANAGEMENT, ICCPM 2011",2011
LEARNING SELF NURTURANCE AND UNLEARNING PATRIARCHY: A FEMINIST,"2011 4TH INTERNATIONAL CONFERENCE OF EDUCATION, RESEARCH AND INNOVATION",2011
Unlearning in the BCM Learning Rule for Plastic Self-organization in a,"ARTIFICIAL NEURAL NETWORKS AND MACHINE LEARNING - ICANN 2011, PT I",2011
Tracking the Preferences of Users Using Weak Estimators,AI 2011: ADVANCES IN ARTIFICIAL INTELLIGENCE,2011
Diabetic gastroparesis: what we have learned and had to unlearn in the,GUT,2010
Unlearned visual pattern preferences in bumblebees (Bombus impatiens),CANADIAN JOURNAL OF EXPERIMENTAL PSYCHOLOGY-REVUE CANADIENNE DE,2010
Compatibility and unlearning in knowledge transfer in mergers and,SCANDINAVIAN JOURNAL OF MANAGEMENT,2010
Another lesson unlearned access to family planning in Niger,LANCET,2010
Minding the gap: spatial perseveration error in dogs,ANIMAL COGNITION,2010
Neural mechanisms involved in the oral representation of percussion,BRAIN AND COGNITION,2010
"The origins of vocal learning: New sounds, new circuits, new cells",BRAIN AND LANGUAGE,2010
Niger's hunger crisis: a legacy of lessons unlearned,LANCET,2010
Neuronal Correlates of Memory Formation in Motor Cortex after Adaptation,JOURNAL OF NEUROSCIENCE,2010
Residual Neuromuscular Block: Lessons Unlearned. Part II: Methods to,ANESTHESIA AND ANALGESIA,2010
Learning to unlearn: How a service-learning project can help teacher,TEACHING AND TEACHER EDUCATION,2010
Popular education and social change in Latin America,COMMUNITY DEVELOPMENT JOURNAL,2010
Online kernel density estimation for interactive learning,IMAGE AND VISION COMPUTING,2010
"Residual Neuromuscular Block: Lessons Unlearned. Part I: Definitions,",ANESTHESIA AND ANALGESIA,2010
Excitatory context-consequence associations in the reinstatement of,TERAPIA PSICOLOGICA,2010
Faces are special for newly hatched chicks: evidence for inborn,DEVELOPMENTAL SCIENCE,2010
Managing environmental knowledge through unlearning in Spanish,JOURNAL OF ENVIRONMENTAL PSYCHOLOGY,2010
Innovative public sector education and training in a developing South,TYDSKRIF VIR GEESTESWETENSKAPPE,2010
'TEXTS WITH TROWSERS': EDITING AND THE ELITE CHAUCER,REVIEW OF ENGLISH STUDIES,2010
A BCM Theory of Meta-Plasticity for Online Self-Reorganizing,IEEE TRANSACTIONS ON NEURAL NETWORKS,2010
Linking National Contexts with Intellectual Capital: A Comparison,SPANISH JOURNAL OF PSYCHOLOGY,2010
Word learning: An ERP investigation of word experience effects on,CONTEMPORARY EDUCATIONAL PSYCHOLOGY,2010
"Learning, unlearning and internationalisation: Evidence from the",INTERNATIONAL JOURNAL OF INFORMATION MANAGEMENT,2010
Personality matters: individual variation in reactions of naive bird,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2010
Syntactic bootstrapping,WILEY INTERDISCIPLINARY REVIEWS-COGNITIVE SCIENCE,2010
Contingency learning and unlearning in the blink of an eye: A resource,CONSCIOUSNESS AND COGNITION,2010
Prelimbic cortical BDNF is required for memory of learned fear but not,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF,2010
People's study time allocation and its relation to animal foraging,BEHAVIOURAL PROCESSES,2010
Estimation of monitoring indicators using regression methods application,"RELIABILITY, RISK AND SAFETY: THEORY AND APPLICATIONS VOLS 1-3",2010
Solutions to Open Questions for Non-U-Shaped Learning with Memory,"ALGORITHMIC LEARNING THEORY, ALT 2010",2010
An Application of the Hospital-in-the-Home Unlearning Context,SOCIAL WORK IN HEALTH CARE,2010
URBAN TEACHER LEARNING A Review of Related Literature,RESEARCH ON URBAN TEACHER LEARNING: EXAMINING CONTEXTUAL FACTORS OVER,2010
A Pedagogy of Defiance Public Pedagogy as an Act of Unlearning,HANDBOOK OF PUBLIC PEDAGOGY: EDUCATION AND LEARNING BEYOND SCHOOLING,2010
Bonding Social Capital in a Postcommunist Region,AMERICAN BEHAVIORAL SCIENTIST,2010
REFORMULATING A COSMOPOLITAN GLOBAL CULTURE AND WORLD CITIZENSHIP,"3RD INTERNATIONAL CONFERENCE OF EDUCATION, RESEARCH AND INNOVATION",2010
Using PER to Restructure Physics Knowledge,INTERNATIONAL CONFERENCE ON PHYSICS EDUCATION,2010
UNLEARNING THE SILENCE IN THE CURRICULUM Sikh Histories and Post-9/11,CRITICAL GLOBAL PERSPECTIVES: RETHINKING KNOWLEDGE ABOUT GLOBAL,2010
An Online Fault Diagnosis Method for Nuclear Power Plant Based on,2010 ASIA-PACIFIC POWER AND ENERGY ENGINEERING CONFERENCE (APPEEC),2010
Amygdalar GABAergic-rich neural grafts attenuate anxiety-like behavior,BEHAVIOURAL BRAIN RESEARCH,2009
NEPOS' BIOGRAPHICAL METHOD IN THE LIVES OF FOREIGN GENERALS,CLASSICAL JOURNAL,2009
NATURAL AND UNNATURAL CONSTRAINTS IN HUNGARIAN VOWEL HARMONY,LANGUAGE,2009
Confronting the 'pedagogical immunity' of student teachers,EDUCATION AS CHANGE,2009
Differential Responsiveness in Brain and Behavior to Sexually Dimorphic,JOURNAL OF COMPARATIVE NEUROLOGY,2009
Components of change in the evolution of learning and unlearned,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2009
Impact and Scholarship: Unlearning and Practising to Co-create,MANAGEMENT LEARNING,2009
Sensory and receptor responses to umami: an overview of pioneering work,AMERICAN JOURNAL OF CLINICAL NUTRITION,2009
TRANSFER AND TRANSITION IN THE SLA OF ASPECT A Bidirectional Study of,STUDIES IN SECOND LANGUAGE ACQUISITION,2009
Dividing the Oils: Dynamic Bargaining as Policy Formation in the,REVIEW OF POLICY RESEARCH,2009
"""Read, read, read, read, my unlearned reader!"": Five",EIGHTEENTH-CENTURY STUDIES,2009
Social Transmission of Avoidance Behavior under Situational Change in,PLOS ONE,2009
Unlearned anxiety predicts learned fear: A comparison among,BEHAVIOURAL BRAIN RESEARCH,2009
Identifying Social Learning in Animal Populations: A New 'Option-Bias',PLOS ONE,2009
"""Coming of Age in Methodology"" Two Collaborative Inquiries With",QUALITATIVE INQUIRY,2009
Recurrent-Neural-Network-Based Boolean Factor Analysis and Its,IEEE TRANSACTIONS ON NEURAL NETWORKS,2009
Long-lasting desynchronization in rat hippocampal slice induced by,PHYSICAL REVIEW E,2009
Is homophobia inevitable? Evidence that explores the constructed nature,JOURNAL OF SOCIOLOGY,2009
Unlearning what we knew and rediscovering what we could have known,SCANDINAVIAN JOURNAL OF MANAGEMENT,2009
A neurocomputational account of catalepsy sensitization induced by D2,PSYCHOPHARMACOLOGY,2009
The timing of food-deceptive flowers: a commentary on Internicola et al.,JOURNAL OF EVOLUTIONARY BIOLOGY,2009
Evidence-Based Practice Challenge: Teaching Critical Appraisal of,JOURNAL OF NURSING EDUCATION,2009
Plasticity of defensive behavior and fear in early development,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS,2009
"Grounding practice in scholarship, grounding scholarship in practice:",TEACHING AND TEACHER EDUCATION,2009
"Role of different colours of aposematic insects in learning, memory and",ANIMAL BEHAVIOUR,2009
Linking Unlearning with Innovation through Organizational Memory and,"PROCEEDINGS OF THE 10TH EUROPEAN CONFERENCE ON KNOWLEDGE MANAGEMENT ,",2009
ON-LINE FACE TRACKING UNDER LARGE LIGHTING CONDITION VARIATIONS USING,VISAPP 2009: PROCEEDINGS OF THE FOURTH INTERNATIONAL CONFERENCE ON,2009
